user_id,total_sessions,total_page_clicks,avg_page_clicks_per_session,trip_session_count,trip_sessions_share,avg_clicks_trip_sessions,completed_flight_bookings,completed_hotel_bookings,completed_any_bookings,cancellation_count,flight_booking_rate,hotel_booking_rate,overall_booking_rate,cancellation_rate,hotel_attach_rate,return_flight_booking_rate,days_since_last_session,days_since_last_booking,active_span_days,customer_age_months,sessions_per_month,bookings_per_month,avg_base_fare_usd,avg_hotel_price_per_room_night_usd,avg_nights,avg_nights_fixed,unique_airlines_booked,avg_trip_distance_km,max_trip_distance_km,total_trip_distance_km,avg_trip_duration_days,max_trip_duration_days,unique_destinations_count,avg_departure_hour,weekend_trip_share,avg_checked_bags,avg_seats_booked,avg_rooms_booked,flight_discount_seen_rate,hotel_discount_seen_rate,flight_discount_booking_rate,hotel_discount_booking_rate,avg_flight_discount_amount,avg_hotel_discount_amount,avg_total_discount_amount,age_at_dataset_end,gender,married,has_children,home_country,home_city,home_airport
552384,8,120,15.0,3,0.375,29.0,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,30,88.0,154,6,1.31,0.49,399.62,402.33,1.67,2.67,1,2287.43,3965.4,6862.3,3.33,6.00,3,12.33,0.0,0.67,1.0,1.0,0.375,0.125,0.333,0.0,0.1,0.1,0.05,57,F,False,False,usa,new york,LGA
686445,8,113,14.13,1,0.125,43.0,0,1,1,0,0.0,0.125,0.125,0.0,,,34,57.0,93,4,1.91,0.24,,204.0,5.0,5.0,0,,,,,,0,,,,,1.0,0.25,0.0,0.0,,0.2,,0.05,39,F,True,True,usa,portland,PWM
541939,8,144,18.0,4,0.5,21.75,3,3,4,0,0.375,0.375,0.5,0.0,0.667,1.0,26,106.0,163,6,1.27,0.64,302.87,113.0,4.33,4.67,2,1776.64,3250.22,5329.91,2.00,2.00,3,8.67,0.0,0.0,1.0,1.33,0.25,0.125,0.0,0.0,0.08,0.25,0.05,52,F,True,True,usa,charlotte,CLT
520539,8,164,20.5,5,0.625,27.4,4,4,4,1,0.5,0.5,0.5,0.125,1.0,1.0,124,131.0,76,6,1.2,0.6,280.65,123.75,4.75,7.0,4,1286.78,1746.85,5147.12,6.25,17.00,4,11.25,0.5,0.75,1.5,1.25,0.375,0.375,0.333,0.0,0.08,0.1,0.04,51,F,True,True,usa,little rock,LIT
514526,8,254,31.75,5,0.625,39.0,5,5,5,0,0.625,0.625,0.625,0.0,1.0,1.0,31,31.0,172,6,1.19,0.74,327.48,259.0,1.0,1.6,5,1747.79,3532.06,8738.95,2.20,3.00,5,9.6,0.2,0.4,1.2,1.2,0.375,0.125,0.667,1.0,0.2,0.1,0.09,49,F,True,True,usa,jacksonville,NIP
543385,8,160,20.0,6,0.75,22.17,5,6,6,0,0.625,0.75,0.75,0.0,1.0,1.0,15,15.0,173,6,1.28,0.96,566.74,209.5,2.83,3.33,5,2879.3,3974.21,14396.49,3.20,5.00,4,8.6,0.4,0.4,1.6,1.5,0.25,0.25,1.0,1.0,0.08,0.08,0.04,40,F,False,False,usa,new york,JFK
540580,8,125,15.63,4,0.5,19.5,3,3,4,0,0.375,0.375,0.5,0.0,0.667,1.0,10,51.0,180,6,1.27,0.63,288.19,174.33,2.33,3.0,2,1547.65,2654.22,4642.94,4.33,5.00,3,11.0,0.333,0.67,1.0,1.33,0.0,0.0,,,,,0.0,45,F,True,True,usa,san antonio,SAT
514953,9,198,22.0,4,0.444,34.5,1,3,3,1,0.111,0.333,0.333,0.111,1.0,1.0,63,66.0,139,6,1.34,0.45,519.03,178.33,8.0,8.33,1,2621.85,2621.85,2621.85,5.00,5.00,1,7.0,0.0,2.0,1.0,1.67,0.111,0.222,0.0,0.5,,0.1,0.01,46,F,True,False,usa,sacramento,SMF
543114,8,135,16.88,5,0.625,20.8,4,5,5,0,0.5,0.625,0.625,0.0,1.0,1.0,48,48.0,141,6,1.27,0.8,488.62,179.4,3.4,4.2,4,2776.56,3484.76,11106.25,3.25,4.00,3,11.25,0.25,0.5,1.0,1.0,0.125,0.25,0.0,0.5,0.05,0.08,0.03,52,F,True,False,usa,new york,JFK
593632,9,142,15.78,4,0.444,24.5,4,2,4,0,0.444,0.222,0.444,0.0,0.5,1.0,8,8.0,156,5,1.64,0.73,358.36,123.5,5.0,5.0,4,2023.0,2650.43,8091.98,3.75,7.00,4,8.25,0.25,0.75,1.0,1.0,0.333,0.111,0.333,1.0,0.25,0.1,0.09,54,F,True,True,usa,dallas,DAL
557726,8,292,36.5,3,0.375,79.0,2,0,2,1,0.25,0.0,0.25,0.125,0.0,1.0,36,133.0,145,6,1.33,0.33,2408.96,,,,2,7031.53,12397.32,14063.06,11.00,18.00,2,13.5,1.0,0.5,1.5,,0.375,0.625,0.333,0.0,0.23,0.08,0.09,49,F,True,False,usa,des moines,DSM
550229,8,99,12.38,3,0.375,24.67,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,10,85.0,175,6,1.3,0.49,615.74,116.33,1.33,3.5,3,2643.96,3277.24,7931.87,3.33,6.00,3,9.67,0.333,0.33,1.33,1.33,0.125,0.0,0.0,,0.1,,0.01,37,F,False,False,canada,edmonton,YEG
665593,8,274,34.25,5,0.625,47.6,4,4,4,1,0.5,0.5,0.5,0.125,1.0,1.0,29,29.0,106,4,1.8,0.9,424.01,144.75,2.75,7.0,3,1696.79,2557.64,6787.18,4.50,10.00,4,10.0,0.0,1.5,1.25,1.25,0.5,0.5,0.0,0.25,0.13,0.1,0.09,43,F,True,False,usa,st. louis,STL
514344,9,178,19.78,6,0.667,22.5,6,5,6,0,0.667,0.556,0.667,0.0,0.833,1.0,20,20.0,183,6,1.34,0.89,304.84,230.8,2.4,3.0,3,1695.53,3347.89,10173.16,3.80,6.00,5,10.33,0.333,0.67,1.0,1.0,0.333,0.111,0.667,0.0,0.13,0.1,0.06,65,F,False,False,usa,jacksonville,NZC
567651,10,438,43.8,4,0.4,32.5,4,4,4,0,0.4,0.4,0.4,0.0,1.0,1.0,15,82.0,161,5,1.7,0.68,386.54,237.5,2.0,3.0,4,2220.58,2976.55,8882.32,3.25,4.00,4,10.25,0.0,0.5,1.0,1.0,0.3,0.1,0.333,0.0,0.08,0.15,0.04,37,F,False,False,usa,laredo,LRD
524001,8,148,18.5,4,0.5,25.5,4,4,4,0,0.5,0.5,0.5,0.0,1.0,1.0,27,27.0,171,6,1.22,0.61,574.17,172.75,1.5,2.5,4,3138.5,3603.36,12554.0,2.75,4.00,4,11.0,0.25,0.25,1.0,1.0,0.125,0.125,0.0,1.0,0.05,0.05,0.01,45,F,False,False,canada,toronto,YYZ
519905,8,111,13.88,2,0.25,31.5,2,2,2,0,0.25,0.25,0.25,0.0,1.0,1.0,41,62.0,159,6,1.2,0.3,356.11,401.0,3.0,3.5,2,2042.25,3529.8,4084.5,4.50,6.00,2,8.0,0.5,1.0,1.0,1.0,0.0,0.0,,,,,0.0,40,F,True,False,canada,montreal,YUL
662596,8,330,41.25,3,0.375,103.33,1,1,2,1,0.125,0.125,0.25,0.125,0.0,1.0,13,70.0,123,4,1.79,0.45,226.09,160.0,9.0,9.0,1,1229.77,1229.77,1229.77,2.00,2.00,1,9.0,0.0,1.0,1.0,2.0,0.25,0.25,0.0,0.0,0.15,0.15,0.04,19,F,False,False,usa,nashville,BNA
514980,8,169,21.13,7,0.875,22.57,7,7,7,0,0.875,0.875,0.875,0.0,1.0,1.0,12,12.0,190,6,1.19,1.04,371.87,166.29,4.29,5.14,5,1743.14,3075.62,12201.98,5.57,11.00,6,9.86,0.286,0.57,1.43,1.43,0.125,0.5,1.0,1.0,0.15,0.15,0.09,38,M,False,False,usa,indianapolis,IND
624215,8,197,24.63,4,0.5,37.0,4,4,4,0,0.5,0.5,0.5,0.0,1.0,1.0,10,10.0,141,5,1.58,0.79,397.5,141.25,0.75,2.0,3,1961.13,2851.95,7844.52,2.25,3.00,3,11.0,0.0,0.75,1.25,1.25,0.125,0.0,1.0,,0.1,,0.01,38,F,False,True,usa,austin,AUS
567195,8,147,18.38,2,0.25,37.0,1,2,2,0,0.125,0.25,0.25,0.0,1.0,1.0,51,147.0,126,5,1.36,0.34,356.35,84.5,3.5,4.0,1,2105.73,2105.73,2105.73,2.00,2.00,1,10.0,0.0,0.0,1.0,1.0,0.25,0.25,0.0,0.0,0.15,0.13,0.07,42,F,True,False,usa,corpus christi,CRP
297546,8,207,25.88,5,0.625,27.6,4,5,5,0,0.5,0.625,0.625,0.0,1.0,1.0,21,21.0,172,11,0.72,0.45,415.18,106.0,5.2,5.8,2,1784.73,4151.77,7138.94,4.75,7.00,4,11.5,0.5,0.75,1.5,1.4,0.0,0.125,,1.0,,0.05,0.01,50,F,True,False,usa,new york,JFK
589630,8,148,18.5,4,0.5,19.25,3,3,4,0,0.375,0.375,0.5,0.0,0.667,1.0,14,14.0,152,5,1.44,0.72,521.43,149.67,6.67,7.33,3,2238.03,3660.92,6714.1,3.67,6.00,3,10.0,0.333,0.0,1.33,1.33,0.5,0.125,0.0,1.0,0.11,0.1,0.07,48,F,True,True,usa,charlotte,CLT
561653,8,156,19.5,4,0.5,20.5,3,4,4,0,0.375,0.5,0.5,0.0,1.0,1.0,19,126.0,160,5,1.34,0.67,211.25,175.5,2.75,4.67,2,1361.67,1743.47,4085.01,3.67,6.00,3,11.0,0.667,0.0,1.0,1.0,0.25,0.0,0.0,,0.08,,0.02,59,F,True,False,usa,charlotte,CLT
519726,8,73,9.13,2,0.25,23.5,2,2,2,0,0.25,0.25,0.25,0.0,1.0,1.0,35,117.0,165,6,1.2,0.3,219.2,142.0,3.0,4.0,2,1190.27,1196.56,2380.53,5.00,7.00,2,12.5,1.0,0.0,1.0,1.0,0.125,0.0,0.0,,0.1,,0.01,42,F,True,False,usa,milwaukee,MKE
512447,8,72,9.0,2,0.25,14.0,1,2,2,0,0.125,0.25,0.25,0.0,1.0,1.0,25,68.0,179,6,1.18,0.3,1748.52,98.5,7.0,7.5,1,3583.76,3583.76,3583.76,4.00,4.00,1,14.0,1.0,1.0,3.0,2.0,0.125,0.375,1.0,0.0,0.25,0.07,0.06,20,F,False,False,usa,stockton,SCK
596186,8,91,11.38,2,0.25,16.5,1,2,2,0,0.125,0.25,0.25,0.0,1.0,1.0,46,46.0,117,5,1.47,0.37,107.73,308.0,3.5,3.5,1,590.07,590.07,590.07,2.00,2.00,1,8.0,1.0,1.0,1.0,1.0,0.25,0.375,0.5,0.0,0.1,0.07,0.05,21,F,False,False,usa,washington,DCA
508625,8,378,47.25,5,0.625,65.4,3,3,4,1,0.375,0.375,0.5,0.125,0.667,1.0,28,28.0,167,6,1.17,0.59,654.06,192.0,6.0,6.33,2,2121.03,3484.76,6363.1,2.67,5.00,3,8.67,0.0,1.0,2.0,2.0,0.25,0.125,0.0,0.0,0.25,,0.03,42,F,False,False,usa,new york,JFK
511399,9,114,12.67,2,0.222,23.0,2,1,2,0,0.222,0.111,0.222,0.0,0.5,1.0,46,135.0,158,6,1.33,0.3,660.36,65.0,6.0,7.0,2,3364.58,3931.8,6729.16,7.00,8.00,2,11.0,0.5,0.5,1.0,1.0,0.0,0.222,,0.0,,0.13,0.03,47,F,True,True,usa,san diego,NZY
585248,8,88,11.0,1,0.125,27.0,1,1,1,0,0.125,0.125,0.125,0.0,1.0,1.0,43,156.0,125,5,1.43,0.18,394.55,121.0,1.0,2.0,1,2236.35,2236.35,2236.35,3.00,3.00,1,13.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0,47,F,True,True,usa,el paso,ELP
539460,8,133,16.63,3,0.375,21.0,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,39,142.0,151,6,1.27,0.47,306.56,119.33,0.67,1.33,3,1613.39,3472.36,4840.18,1.67,2.00,3,8.33,0.667,1.0,1.0,1.0,0.0,0.0,,,,,0.0,48,M,False,False,canada,toronto,YTZ
577089,8,79,9.88,3,0.375,17.33,3,2,3,0,0.375,0.25,0.375,0.0,0.667,1.0,50,50.0,122,5,1.39,0.52,428.53,156.5,2.0,3.0,3,2411.03,3974.21,7233.1,3.67,5.00,3,13.0,0.0,0.67,1.0,1.0,0.0,0.0,,,,,0.0,63,F,True,True,usa,new york,JFK
518827,8,206,25.75,4,0.5,25.5,2,4,4,0,0.25,0.5,0.5,0.0,1.0,1.0,52,52.0,148,6,1.2,0.6,463.61,354.5,5.0,5.25,2,2679.84,3974.21,5359.68,4.00,4.00,2,7.0,0.5,0.5,1.0,1.0,0.375,0.125,0.333,0.0,0.12,0.15,0.06,48,M,True,True,usa,los angeles,LAX
555499,8,154,19.25,4,0.5,22.25,3,4,4,0,0.375,0.5,0.5,0.0,1.0,1.0,19,19.0,163,6,1.32,0.66,454.18,168.0,3.25,4.0,3,2511.13,4050.68,7533.4,5.00,8.00,3,13.67,0.0,1.33,1.0,1.0,0.0,0.125,,1.0,,0.1,0.01,42,F,True,True,canada,montreal,YMX
543304,8,118,14.75,3,0.375,23.0,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,66,66.0,122,6,1.28,0.48,878.98,309.0,2.0,3.0,3,2255.32,2754.69,6765.97,4.00,5.00,2,14.33,0.333,1.0,2.0,2.0,0.0,0.125,,1.0,,0.1,0.01,48,F,False,True,usa,st. louis,STL
597510,8,138,17.25,3,0.375,22.33,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,21,38.0,141,5,1.48,0.55,313.33,320.67,2.67,3.33,2,1959.9,3938.95,5879.7,4.00,4.00,3,9.33,0.333,0.67,1.0,1.0,0.0,0.125,,1.0,,0.1,0.01,52,F,False,True,canada,montreal,YHU
534895,8,134,16.75,2,0.25,23.0,2,2,2,0,0.25,0.25,0.25,0.0,1.0,1.0,13,29.0,180,6,1.25,0.31,362.52,149.5,3.0,3.0,2,2190.4,2272.93,4380.8,4.50,5.00,2,7.0,0.0,0.5,1.0,1.0,0.375,0.0,0.333,,0.13,,0.05,32,M,False,True,canada,winnipeg,YWG
593020,8,125,15.63,3,0.375,22.0,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,89,119.0,75,5,1.46,0.55,324.81,71.0,2.33,2.67,3,1661.2,2357.74,4983.61,3.67,7.00,3,8.0,0.333,0.33,1.33,1.33,0.125,0.125,0.0,1.0,0.35,0.05,0.05,37,F,False,False,usa,oakland,OAK
538084,8,159,19.88,5,0.625,26.2,4,5,5,0,0.5,0.625,0.625,0.0,1.0,0.75,14,14.0,177,6,1.26,0.79,353.28,210.4,2.6,3.4,2,1990.68,2612.66,7962.71,2.33,4.00,4,10.5,0.25,0.0,1.25,1.2,0.0,0.0,,,,,0.0,55,M,False,False,usa,denver,DEN
777366,8,132,16.5,1,0.125,46.0,1,1,1,0,0.125,0.125,0.125,0.0,1.0,1.0,10,72.0,85,3,2.53,0.32,108.73,314.0,2.0,2.0,1,581.9,581.9,581.9,3.00,3.00,1,9.0,0.0,0.0,1.0,1.0,0.125,0.0,0.0,,0.2,,0.03,48,F,False,False,usa,new york,JFK
536000,8,356,44.5,5,0.625,58.6,4,3,4,1,0.5,0.375,0.5,0.125,0.75,1.0,16,67.0,176,6,1.25,0.63,624.66,223.0,1.67,2.33,4,2826.08,3278.17,11304.32,4.50,8.00,4,9.5,0.5,0.5,1.25,1.0,0.125,0.125,0.0,0.0,,,0.0,30,M,False,False,canada,edmonton,YXD
492209,8,125,15.63,4,0.5,23.25,4,3,4,0,0.5,0.375,0.5,0.0,0.75,0.75,59,89.0,138,7,1.13,0.56,421.36,130.0,1.67,2.33,4,1563.64,3972.63,6254.57,2.33,3.00,3,11.75,0.25,0.25,1.25,1.0,0.0,0.125,,1.0,,0.1,0.01,41,F,True,False,canada,montreal,YUL
576231,8,139,17.38,2,0.25,28.0,1,2,2,0,0.125,0.25,0.25,0.0,1.0,1.0,8,8.0,164,5,1.39,0.35,101.29,303.5,2.5,3.0,1,588.59,588.59,588.59,3.00,3.00,1,15.0,0.0,0.0,1.0,1.0,0.125,0.125,0.0,1.0,0.15,0.05,0.03,30,F,True,True,canada,toronto,YYZ
533411,8,197,24.63,4,0.5,38.5,4,3,4,0,0.5,0.375,0.5,0.0,0.75,1.0,37,122.0,156,6,1.25,0.62,349.27,286.67,1.33,2.0,4,2044.64,3484.76,8178.55,3.75,5.00,4,11.75,0.25,0.5,1.0,1.0,0.375,0.125,0.0,0.0,0.07,0.1,0.04,34,F,False,False,usa,new york,JFK
521009,10,100,10.0,1,0.1,10.0,0,1,1,0,0.0,0.1,0.1,0.0,,,95,124.0,104,6,1.51,0.15,,109.0,4.0,4.0,0,,,,,,0,,,,,2.0,0.4,0.2,0.0,0.0,0.16,0.1,0.08,67,F,True,False,usa,new york,LGA
513869,8,272,34.0,3,0.375,78.67,1,2,2,1,0.125,0.25,0.25,0.125,1.0,1.0,102,116.0,101,6,1.19,0.3,4231.56,85.0,7.0,7.0,1,11056.28,11056.28,11056.28,9.00,9.00,1,20.0,0.0,1.0,2.0,1.0,0.5,0.25,0.0,0.0,0.13,0.1,0.06,40,F,False,True,usa,newark,EWR
531789,8,116,14.5,3,0.375,17.67,3,2,3,0,0.375,0.25,0.375,0.0,0.667,1.0,101,134.0,93,6,1.24,0.47,559.38,228.5,4.0,4.5,3,3090.95,4341.26,9272.85,4.33,7.00,3,9.67,0.0,0.67,1.0,1.0,0.125,0.125,0.0,0.0,0.2,0.3,0.06,40,F,True,False,usa,san francisco,SFO
518865,8,129,16.13,3,0.375,20.67,3,3,3,0,0.375,0.375,0.375,0.0,1.0,0.667,122,161.0,78,6,1.2,0.45,380.99,170.0,2.67,3.0,3,2647.44,3502.92,7942.33,3.50,5.00,2,7.0,0.0,0.67,1.0,1.0,0.0,0.125,,0.0,,0.15,0.02,26,F,False,True,usa,long beach,LGB
281952,8,158,19.75,2,0.25,24.5,2,2,2,0,0.25,0.25,0.25,0.0,1.0,1.0,20,20.0,161,11,0.69,0.17,342.36,131.5,1.0,1.5,2,1845.01,2635.61,3690.03,2.00,2.00,2,7.0,0.0,1.5,1.0,1.0,0.0,0.125,,1.0,,0.15,0.02,36,F,False,False,usa,louisville,LOU
568385,8,156,19.5,4,0.5,25.5,4,4,4,0,0.5,0.5,0.5,0.0,1.0,1.0,30,30.0,146,5,1.36,0.68,400.69,98.5,3.0,3.5,4,1945.39,3635.57,7781.56,4.25,9.00,4,9.0,0.25,0.75,1.25,1.25,0.125,0.0,0.0,,0.15,,0.02,45,F,True,False,usa,jacksonville,NZC
551967,8,112,14.0,3,0.375,26.33,2,3,3,0,0.25,0.375,0.375,0.0,1.0,1.0,35,112.0,149,6,1.31,0.49,558.02,173.33,2.33,3.0,2,1581.86,1775.94,3163.72,3.50,4.00,2,13.0,0.0,1.0,2.0,2.0,0.25,0.0,0.5,,0.1,,0.03,39,F,True,False,usa,omaha,OFF
543810,8,149,18.63,6,0.75,23.67,5,6,6,0,0.625,0.75,0.75,0.0,1.0,1.0,46,68.0,142,6,1.28,0.96,459.33,152.83,1.5,2.4,4,2581.86,4151.77,12909.3,3.00,4.00,5,10.8,0.4,0.6,1.0,1.0,0.25,0.125,1.0,1.0,0.1,0.1,0.04,32,F,False,False,usa,new york,JFK
553943,8,168,21.0,4,0.5,22.75,4,3,4,0,0.5,0.375,0.5,0.0,0.75,1.0,44,44.0,139,6,1.31,0.66,690.77,137.0,2.0,3.0,3,2006.97,3423.87,8027.86,4.25,7.00,4,11.5,0.25,0.5,1.5,1.0,0.0,0.0,,,,,0.0,46,F,False,False,usa,tucson,DMA
535365,8,124,15.5,2,0.25,25.5,2,2,2,0,0.25,0.25,0.25,0.0,1.0,1.0,38,139.0,154,6,1.25,0.31,123.98,99.0,3.0,3.0,1,643.63,728.39,1287.26,4.00,4.00,2,7.0,0.5,0.5,1.0,1.0,0.125,0.0,0.0,,0.1,,0.01,29,F,False,True,usa,los angeles,LAX
620382,8,105,13.13,2,0.25,17.0,1,2,2,0,0.125,0.25,0.25,0.0,1.0,1.0,39,67.0,113,5,1.57,0.39,201.37,129.0,4.5,5.0,1,1162.56,1162.56,1162.56,3.00,3.00,1,13.0,0.0,0.0,1.0,1.5,0.25,0.125,0.5,1.0,0.1,0.05,0.03,16,F,False,True,usa,st. louis,STL
467339,8,89,11.13,3,0.375,19.67,3,2,3,0,0.375,0.25,0.375,0.0,0.667,0.667,15,133.0,189,7,1.07,0.4,188.71,101.0,2.5,2.5,2,1164.75,2862.24,3494.26,3.00,4.00,3,10.0,0.0,1.33,1.33,1.5,0.125,0.0,0.0,,0.15,,0.02,42,F,False,True,usa,san diego,SAN
689624,8,130,16.25,3,0.375,26.33,3,2,3,0,0.375,0.25,0.375,0.0,0.667,1.0,11,47.0,115,4,1.92,0.72,458.69,171.0,8.0,8.5,3,2351.2,3493.94,7053.61,6.67,16.00,3,11.33,0.333,0.67,1.0,1.0,0.125,0.375,0.0,0.333,0.15,0.05,0.04,27,F,False,True,canada,toronto,YYZ
510070,8,195,24.38,4,0.5,26.5,2,4,4,0,0.25,0.5,0.5,0.0,1.0,1.0,12,12.0,193,6,1.18,0.59,350.44,132.0,8.0,8.5,2,1267.7,2163.5,2535.4,8.50,14.00,2,15.0,0.0,2.0,3.0,1.75,0.25,0.125,0.0,1.0,0.08,0.15,0.04,56,F,True,True,usa,boston,BOS
545736,8,327,40.88,4,0.5,68.25,2,2,3,1,0.25,0.25,0.375,0.125,0.5,1.0,75,77.0,112,6,1.29,0.48,1112.15,169.5,8.0,8.0,2,3518.17,6495.75,7036.33,6.00,10.00,2,12.5,1.0,0.5,1.5,1.0,0.375,0.375,0.333,0.0,0.23,0.15,0.09,22,F,False,False,usa,columbus,LCK
584531,8,113,14.13,2,0.25,44.5,2,2,2,0,0.25,0.25,0.25,0.0,1.0,1.0,66,66.0,102,5,1.43,0.36,227.68,401.0,2.5,3.0,1,1350.69,2258.9,2701.38,3.50,5.00,2,9.0,0.5,0.5,1.0,1.0,0.25,0.125,0.5,0.0,0.1,0.1,0.04,43,M,True,True,usa,shreveport,BAD
460072,8,134,16.75,2,0.25,39.5,1,2,2,0,0.125,0.25,0.25,0.0,1.0,1.0,44,44.0,160,7,1.05,0.26,335.73,320.5,3.5,7.0,1,1786.07,1786.07,1786.07,1.00,1.00,1,7.0,0.0,0.0,1.0,1.0,0.5,0.25,0.0,0.5,0.14,0.1,0.09,48,M,False,False,usa,kansas city,MCI
531456,8,58,7.25,2,0.25,14.0,0,2,2,0,0.0,0.25,0.25,0.0,,,22,91.0,172,6,1.24,0.31,,83.5,2.5,2.5,0,,,,,,0,,,,,2.0,0.375,0.0,0.0,,0.13,,0.05,18,F,False,False,canada,vancouver,YVR
510238,8,104,13.0,3,0.375,23.67,3,3,3,0,0.375,0.375,0.375,0.0,1.0,1.0,81,81.0,124,6,1.18,0.44,875.84,356.0,1.0,2.0,3,3330.04,3965.4,9990.13,2.67,4.00,3,14.0,0.0,0.0,1.33,1.33,0.125,0.0,0.0,,0.05,,0.01,40,F,False,True,usa,new york,LGA
558018,8,97,12.13,2,0.25,24.0,2,2,2,0,0.25,0.25,0.25,0.0,1.0,1.0,30,30.0,151,6,1.33,0.33,491.13,117.0,2.5,3.5,2,2744.87,2864.89,5489.74,4.00,5.00,2,10.5,0.0,0.5,1.0,1.0,0.5,0.0,0.0,,0.18,,0.09,47,F,True,False,usa,memphis,MEM
