user_id,rule_based_segment,segment_label,assigned_perk,free_hotel_meal_score,free_checked_bag_score,no_cancellation_fees_score,exclusive_discounts_score,free_hotel_night_with_flight_score,max_rule_based_score
543385,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.8087482389622478,0.6203295716829004,0.45048349449816605,0.5705380353709153,0.8667505815959511,0.8667505815959511
540580,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.5615964440161779,0.6170542105511932,0.45048349449816605,,0.5181735291962263,0.6170542105511932
514953,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.7146932857147531,0.5641888461769132,0.9310186728909636,0.5095897154456659,0.45628042487704473,0.9310186728909636
543114,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.8229955408823245,0.623709534009298,0.45048349449816605,0.3455232267932654,0.8259869937333302,0.8259869937333302
593632,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.5027453245796902,0.6757833916828978,0.45048349449816605,0.7528924030536315,0.4084932520960057,0.7528924030536315
557726,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.04984994998332778,0.4888312412450431,0.9543181060353452,0.5419255282722834,0.1794532987327264,0.9543181060353452
550229,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.48747436785744186,0.5150521505537681,0.45048349449816605,0.31809759063846266,0.6747977084160022,0.6747977084160022
665593,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.7152559359775071,0.7967493177095682,0.9543181060353452,0.47884262481801154,0.7944764902321632,0.9543181060353452
514344,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.7461711609232949,0.7128917119405451,0.45048349449816605,0.5389800791467718,0.7346952653588276,0.7461711609232949
567651,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.6294328715015108,0.5963392994866793,0.45048349449816605,0.4888510246725062,0.7384022432609504,0.7384022432609504
524001,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.6211684213197276,0.5538949337775483,0.45048349449816605,0.3503703145482881,0.7944764902321632,0.7944764902321632
519905,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.4501953550852403,0.6145554590897708,0.45048349449816605,,0.5190513485182585,0.6145554590897708
662596,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.45265760787550463,0.5424480899667299,0.9543181060353452,0.5134620246675233,0.16253099129691442,0.9543181060353452
514980,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.8964384988993328,0.6965484460658596,0.45048349449816605,0.8204922132779875,0.8826169815070326,0.8964384988993328
624215,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.5839222323423778,0.6985131905047273,0.45048349449816605,0.627440762536197,0.7944764902321632,0.7944764902321632
567195,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.4794800554493704,0.30287682693080864,0.45048349449816605,0.48680325689501147,0.44694397939521746,0.48680325689501147
297546,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.8987531166399004,0.6985131905047273,0.45048349449816605,0.510532593252634,0.8259869937333302,0.8987531166399004
589630,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.7386624194528255,0.4514819175165594,0.45048349449816605,0.5367071701719363,0.5181735291962263,0.7386624194528255
561653,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.7152559359775071,0.4514819175165594,0.45048349449816605,0.23975854954257225,0.7360959189306181,0.7360959189306181
519726,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.4501953550852403,0.37498419605384964,0.45048349449816605,0.31809759063846266,0.5190513485182585,0.5190513485182585
512447,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.5846149070200672,0.5424480899667299,0.45048349449816605,0.5961193797932768,0.44694397939521746,0.5961193797932768
596186,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.4794800554493704,0.5424480899667299,0.45048349449816605,0.4094581819781954,0.44694397939521746,0.5424480899667299
508625,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.7273682146759324,0.6910531805524807,0.9543181060353452,0.514721611548096,0.5181735291962263,0.9543181060353452
511399,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.3869213990707306,0.4508463573948709,0.45048349449816605,0.49422895739813555,0.1898092463163014,0.49422895739813555
585248,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.16372963157481962,0.30287682693080864,0.45048349449816605,,0.3713632302566157,0.45048349449816605
539460,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.4585599692892755,0.6910531805524807,0.45048349449816605,,0.6747977084160022,0.6910531805524807
577089,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.37520924140258893,0.6170542105511932,0.45048349449816605,,0.4389248907611923,0.6170542105511932
518827,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.825297286344723,0.4888312412450431,0.45048349449816605,0.5617320178231912,0.6595981974679084,0.825297286344723
555499,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.7499408708661081,0.7342809390177826,0.45048349449816605,0.6947431195684235,0.7360959189306181,0.7499408708661081
543304,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.5337620923529057,0.6910531805524807,0.45048349449816605,0.6947431195684235,0.6747977084160022,0.6947431195684235
597510,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.5851723250258675,0.6170542105511932,0.45048349449816605,0.6947431195684235,0.6747977084160022,0.6947431195684235
534895,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.4501953550852403,0.4888312412450431,0.45048349449816605,0.604063946812812,0.5190513485182585,0.604063946812812
593020,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.5615964440161779,0.5150521505537681,0.45048349449816605,0.5815882083839045,0.6747977084160022,0.6747977084160022
538084,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.7711224309644081,0.35201518612723276,0.45048349449816605,,0.8259869937333302,0.8259869937333302
777366,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.225909474813726,0.30287682693080864,0.45048349449816605,0.5746258440631202,0.3713632302566157,0.5746258440631202
536000,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.5072855139415005,0.623709534009298,0.9543181060353452,0.31221512280159613,0.5971540747478034,0.9543181060353452
492209,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.5072855139415005,0.39604763108667657,0.45048349449816605,0.6947431195684235,0.5971540747478034,0.6947431195684235
576231,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.4146772411557211,0.30287682693080864,0.45048349449816605,0.4949550748222607,0.44694397939521746,0.4949550748222607
533411,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.48747436785744186,0.623709534009298,0.45048349449816605,0.30555468908568173,0.5971540747478034,0.623709534009298
521009,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.31721856327801007,0.06843947982660888,0.45048349449816605,0.4554904767569146,0.08498666222074025,0.4554904767569146
513869,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.5846149070200672,0.5424480899667299,0.9543181060353452,0.40184642709938034,0.44694397939521746,0.9543181060353452
531789,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.5044754266769208,0.6170542105511932,0.45048349449816605,0.6111298202866269,0.4389248907611923,0.6170542105511932
518865,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.5851723250258675,0.44984035706851005,0.45048349449816605,0.5475464929431593,0.6747977084160022,0.6747977084160022
281952,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.3130293981636826,0.6618710249453135,0.45048349449816605,0.8522636982663532,0.5190513485182585,0.8522636982663532
568385,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.7331229976327561,0.6985131905047273,0.45048349449816605,0.4793775563918873,0.7944764902321632,0.7944764902321632
551967,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.5615964440161779,0.6145554590897708,0.45048349449816605,0.5566654559471302,0.5982999869532925,0.6145554590897708
543810,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.7111428572428132,0.6860563645244094,0.45048349449816605,0.6610919410523103,0.8667505815959511,0.8667505815959511
553943,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.5337620923529057,0.623709534009298,0.45048349449816605,,0.5971540747478034,0.623709534009298
535365,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.4501953550852403,0.4888312412450431,0.45048349449816605,0.31809759063846266,0.5190513485182585,0.5190513485182585
620382,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.5260763647748039,0.30287682693080864,0.45048349449816605,0.5335990245998821,0.44694397939521746,0.5335990245998821
467339,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.4146772411557211,0.5670670855350993,0.45048349449816605,0.4793775563918873,0.4389248907611923,0.5670670855350993
689624,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.5944587630961026,0.6170542105511932,0.45048349449816605,0.42597931436598696,0.4389248907611923,0.6170542105511932
510070,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.8773864056436183,0.6678900799214947,0.45048349449816605,0.5460111239044627,0.6595981974679084,0.8773864056436183
545736,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.5944587630961026,0.4888312412450431,0.9543181060353452,0.672070202754698,0.33596907737109744,0.9543181060353452
584531,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.4146772411557211,0.4888312412450431,0.45048349449816605,0.4733456850961799,0.5190513485182585,0.5190513485182585
460072,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.4794800554493704,0.30287682693080864,0.45048349449816605,0.5205430999404138,0.44694397939521746,0.5205430999404138
531456,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.4146772411557211,0.06843947982660888,0.45048349449816605,0.4136669399535311,0.25529343114371456,0.45048349449816605
510238,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.4715822491139994,0.4514819175165594,0.45048349449816605,0.1902080358439421,0.6747977084160022,0.6747977084160022
558018,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.4146772411557211,0.4888312412450431,0.45048349449816605,0.5399511865288736,0.5190513485182585,0.5399511865288736
554141,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.6915813777914451,0.5804031046269963,0.45048349449816605,0.4949550748222607,0.6757702548203591,0.6915813777914451
606333,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.7273682146759324,0.6170542105511932,0.45048349449816605,0.8204922132779875,0.5181735291962263,0.8204922132779875
557496,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.16372963157481962,0.5424480899667299,0.45048349449816605,0.5087333383907133,0.3713632302566157,0.5424480899667299
521943,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.5851723250258675,0.6170542105511932,0.45048349449816605,0.2619564892839514,0.6747977084160022,0.6747977084160022
568463,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.486452045557287,0.33699931220367735,0.45048349449816605,0.47832641485123983,0.44144214545056926,0.486452045557287
596349,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.4683028587549714,0.06843947982660888,0.45048349449816605,0.5134620246675233,0.14192230743581194,0.5134620246675233
624497,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.608748206035557,0.6618710249453135,0.9990413471157051,0.31221512280159613,0.5982999869532925,0.9990413471157051
528020,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.8337216522028975,0.623709534009298,0.45048349449816605,,0.7944764902321632,0.8337216522028975
606161,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.7192215751647307,0.5424480899667299,0.45048349449816605,0.5249147995425723,0.5261926178302514,0.7192215751647307
665329,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.42024164095760935,0.41483081159236246,0.45048349449816605,0.46085238932397543,0.5998282741601391,0.5998282741601391
569300,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.6294328715015108,0.40793962564149,0.45048349449816605,0.7989461627213295,0.6638496146069547,0.7989461627213295
450615,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.700922494747524,0.6985131905047273,0.45048349449816605,0.47832641485123983,0.5971540747478034,0.700922494747524
504945,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.5974938631336656,0.6757833916828978,0.45048349449816605,0.6036071880094882,0.7480721332242716,0.7480721332242716
616715,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.225909474813726,0.5424480899667299,0.45048349449816605,0.4309414940207251,0.3713632302566157,0.5424480899667299
575299,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.48747436785744186,0.6170542105511932,0.45048349449816605,0.4166280752328186,0.6747977084160022,0.6747977084160022
433080,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.7331229976327561,0.6985131905047273,0.45048349449816605,0.6947431195684235,0.7944764902321632,0.7944764902321632
515645,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.5944587630961026,0.43797505481527615,0.45048349449816605,0.4136669399535311,0.33596907737109744,0.5944587630961026
515168,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.4398557362318534,0.06843947982660888,0.45048349449816605,0.3540617524418461,0.19585695231743913,0.45048349449816605
519210,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.7111754186530979,0.4508463573948709,0.45048349449816605,0.1902080358439421,0.33891450362429293,0.7111754186530979
555108,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.5044754266769208,0.6170542105511932,0.45048349449816605,0.28725714397833013,0.4389248907611923,0.6170542105511932
811077,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.41951559713675257,0.30287682693080864,0.45048349449816605,0.42657843793031897,0.3713632302566157,0.45048349449816605
562869,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.6211684213197276,0.6985131905047273,0.45048349449816605,0.649248685231503,0.7944764902321632,0.7944764902321632
520530,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.6976048837032369,0.6985131905047273,0.45048349449816605,0.5175590067535579,0.7944764902321632,0.7944764902321632
525722,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.5722824825251364,0.5676979769188759,0.45048349449816605,0.5383779802229058,0.6677644962380276,0.6677644962380276
570439,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.5851723250258675,0.5150521505537681,0.45048349449816605,0.5396126786729403,0.6747977084160022,0.6747977084160022
574625,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.7112909450345078,0.623709534009298,0.45048349449816605,,0.5971540747478034,0.7112909450345078
571876,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.6294542481265278,0.4888312412450431,0.45048349449816605,0.5755500620888138,0.5982999869532925,0.6294542481265278
563253,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.5851723250258675,0.6145554590897708,0.45048349449816605,0.7044645771067417,0.5982999869532925,0.7044645771067417
587483,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.6630282776272377,0.5150521505537681,0.45048349449816605,0.3734998172499091,0.5181735291962263,0.6630282776272377
539414,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.690615761426534,0.37498419605384964,0.45048349449816605,0.6038355674111501,0.5982999869532925,0.690615761426534
548743,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.335584922185072,0.5108542253451893,0.45048349449816605,0.5725385953603934,0.37572579555616,0.5725385953603934
618063,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.7874030692244367,0.6985131905047273,0.9543181060353452,0.22776384899101842,0.7944764902321632,0.9543181060353452
522402,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.3130293981636826,0.5150521505537681,0.45048349449816605,0.604063946812812,0.4389248907611923,0.604063946812812
374340,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.04984994998332778,0.5108542253451893,0.45048349449816605,0.20581538792944012,0.07575206498814484,0.5108542253451893
523392,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.3284158658329546,0.4715098586786987,0.45048349449816605,0.5566654559471302,0.3485892233164885,0.5566654559471302
557762,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.5548344438785855,0.2712829623092681,0.9984578192730911,0.5211778177956273,0.16689355659645874,0.9984578192730911
517961,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.6463029798428767,0.7342809390177826,0.9543181060353452,0.31302355218736544,0.6747977084160022,0.9543181060353452
483480,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.7839595598911502,0.44984035706851005,0.45048349449816605,0.47566790127568004,0.7676064224317852,0.7839595598911502
517787,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.4353151404312043,0.5957827107984538,0.45048349449816605,0.5687542414840525,0.3713632302566157,0.5957827107984538
539209,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.5615964440161779,0.7494337518540256,0.45048349449816605,0.658369519102539,0.5971540747478034,0.7494337518540256
545745,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.1420052595449486,0.4888312412450431,0.45048349449816605,0.20581538792944012,0.2603883282324957,0.4888312412450431
538432,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.6802624162589365,0.6985131905047273,0.45048349449816605,0.5344274007306279,0.7944764902321632,0.7944764902321632
515274,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.8087482389622478,0.5538949337775483,0.45048349449816605,0.23975854954257225,0.8370740227430001,0.8370740227430001
513259,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.5260763647748039,0.5150521505537681,0.45048349449816605,0.4649885503870516,0.4389248907611923,0.5260763647748039
431337,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.5337620923529057,0.6910531805524807,0.45048349449816605,0.20581538792944012,0.6747977084160022,0.6910531805524807
525332,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.8714433591875768,0.6860563645244094,0.9543181060353452,0.5686710416971268,0.8556635525862811,0.9543181060353452
506186,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.4501953550852403,0.4888312412450431,0.45048349449816605,0.6206446796795585,0.33596907737109744,0.6206446796795585
531054,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.5615964440161779,0.39604763108667657,0.45048349449816605,0.6418638869328086,0.5971540747478034,0.6418638869328086
613383,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.225909474813726,0.5424480899667299,0.45048349449816605,0.4793775563918873,0.3713632302566157,0.5424480899667299
569829,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.6936984971249958,0.7791103107069767,0.45048349449816605,0.8204922132779875,0.8556635525862811,0.8556635525862811
503621,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.6049197888320773,0.30287682693080864,0.45048349449816605,,0.44694397939521746,0.6049197888320773
546061,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.48747436785744186,0.5098624888181044,0.45048349449816605,0.7552402131872527,0.5971540747478034,0.7552402131872527
574489,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.37520924140258893,0.6145554590897708,0.45048349449816605,0.31809759063846266,0.5190513485182585,0.6145554590897708
572290,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.8087482389622478,0.5855964906202588,0.45048349449816605,0.6036071880094882,0.8773374438833802,0.8773374438833802
623941,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.6630282776272377,0.7342809390177826,0.45048349449816605,0.5390154647465043,0.5181735291962263,0.7342809390177826
553361,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.690615761426534,0.6910531805524807,0.45048349449816605,0.5655886364660963,0.5181735291962263,0.6910531805524807
528826,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.33824077877221187,0.4888312412450431,0.45048349449816605,0.4793775563918873,0.5190513485182585,0.5190513485182585
558362,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.6976048837032369,0.6985131905047273,0.45048349449816605,0.4793775563918873,0.7944764902321632,0.7944764902321632
555310,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.799521552546152,0.7366872387358167,0.9543181060353452,0.6064269153169314,0.8667505815959511,0.9543181060353452
515727,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.6802624162589365,0.5538949337775483,0.45048349449816605,0.8522636982663532,0.7944764902321632,0.8522636982663532
515835,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.4715822491139994,0.5150521505537681,0.45048349449816605,0.5610861685031397,0.6747977084160022,0.6747977084160022
546756,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.35517566008805795,0.37498419605384964,0.45048349449816605,0.6206446796795585,0.2603883282324957,0.6206446796795585
550300,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.5849961775198905,0.4871326899962749,0.45048349449816605,0.6522348052621987,0.7480721332242716,0.7480721332242716
579323,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.5072855139415005,0.6910531805524807,0.45048349449816605,0.6947431195684235,0.6747977084160022,0.6947431195684235
552653,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.4105710358677233,0.33699931220367735,0.9310186728909636,0.34689068896577435,0.44144214545056926,0.9310186728909636
519664,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.556749696873798,0.6145554590897708,0.45048349449816605,0.6758338825007033,0.5190513485182585,0.6758338825007033
571580,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.41951559713675257,0.4888312412450431,0.45048349449816605,0.1902080358439421,0.2603883282324957,0.4888312412450431
564312,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.799808179389221,0.5150521505537681,0.45048349449816605,0.5084945974977435,0.7360959189306181,0.799808179389221
433339,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.5846149070200672,0.5424480899667299,0.45048349449816605,0.3540617524418461,0.44694397939521746,0.5846149070200672
504610,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.225909474813726,0.5424480899667299,0.45048349449816605,0.6300546783542624,0.3713632302566157,0.6300546783542624
531499,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.6630282776272377,0.6170542105511932,0.45048349449816605,0.5610861685031397,0.6747977084160022,0.6747977084160022
512283,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.6518367784015396,0.611215422522069,0.45048349449816605,0.6522348052621987,0.8363793467398879,0.8363793467398879
558774,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.1420052595449486,0.4888312412450431,0.45048349449816605,0.4136669399535311,0.2603883282324957,0.4888312412450431
545226,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.7582266976729081,0.4888312412450431,0.45048349449816605,0.5475464929431593,0.5982999869532925,0.7582266976729081
553219,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.8236259532457043,0.5179360889920261,0.45048349449816605,0.7138358974281724,0.7930871382259389,0.8236259532457043
542208,free_hotel_night_with_flight,Bundled Travelers,1 Free Hotel Night (with flight),0.8534528636003399,0.6203295716829004,0.45048349449816605,0.7887207282896216,0.8556635525862811,0.8556635525862811
579792,free_hotel_meal,Hotel-Oriented Users,Free Hotel Meal,0.8913470807206262,0.5538949337775483,0.45048349449816605,0.8123654855728583,0.8259869937333302,0.8913470807206262
568773,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.6491965722821018,0.5906530128299493,0.9260170056685562,0.5360543741051736,0.7944764902321632,0.9260170056685562
527508,free_checked_bag,Baggage-Heavy Travelers,Free Checked Bag,0.5044754266769208,0.6910531805524807,0.45048349449816605,0.5399511865288736,0.4389248907611923,0.6910531805524807
411179,no_cancellation_fees,Flexibility-Seeking Travelers,No Cancellation Fees,0.7273682146759324,0.4888312412450431,0.9543181060353452,0.6033883987528371,0.5982999869532925,0.9543181060353452
511398,exclusive_discounts,Price-Sensitive Users,Exclusive Discounts,0.8644384835472633,0.5341637418901877,0.45048349449816605,0.8972873949488176,0.8556635525862811,0.8972873949488176
